,Unnamed: 0,text,sentiment_id,sentiment
294,127,"But when we succeeded in bringing him home, and prevailed upon him to open the book with the dried-up plants in it, he would sometimes sit for a whole day looking at this or that plant, while frequently the tears rolled over his cheeks.",6,Sad
295,128,"""What a buzzing and a rumbling there is in the elfin hill,"" said one of the lizards; ""I have not been able to close my eyes for two nights on account of the noise; I might just as well have had the toothache, for that always keeps me awake.""",2,Angry-Disgusted
296,129,"""Feet off the table-cloth!"" said the old goblin.",2,Angry-Disgusted
297,130,"""Stop!"" cried the old goblin,"" is that the only house-keeping they can perform?",2,Angry-Disgusted
298,131,"""Ho! ho!"" said the old goblin, ""is that what she means?",7,Surprised
299,132,"So she took him by the wrist, and he laughed till he nearly choked; and when she came to the fourth finger, there was a gold ring on it, as if it knew there was to be a betrothal.",4,Happy
300,133,How merry we shall be!,4,Happy
301,134,"But the lizards continued to run up and down the riven tree; and one said to the other, ""Oh, how much I was pleased with the old goblin!""",4,Happy
302,135,"And then they kissed each other, and the girl wept, and gave him a rose; but before she did so, she pressed a kiss upon it so fervently that the flower opened.",6,Sad
303,136,"Oh, what bitter tears she shed! and she could not open her heart to any one for relief.",6,Sad
304,137,"Oh, how she wept and prayed that she also might die!",6,Sad
305,138,"Every morning he flew to the window of the poor girl, and always found her weeping by the flower pot.",6,Sad
306,139,"The bitter tears fell upon the jasmine twig, and each day, as she became paler and paler, the sprig appeared to grow greener and fresher.",6,Sad
307,140,"""Heaven preserve us!"" he thought, and opened his eyes wide, ""I cannot see anything at all,"" but he did not say so.",7,Surprised
308,141,"""We are pleased to hear that,"" said the two weavers, and described to him the colours and explained the curious pattern.",4,Happy
309,142,"""Good heavens! listen to the voice of an innocent child,"" said the father, and one whispered to the other what the child had said.",7,Surprised
310,143,"FAR down in the forest, where the warm sun and the fresh air made a sweet resting-place, grew a pretty little fir-tree; and yet it was not happy, it wished so much to be tall like its companions- the pines and firs which grew around it.",6,Sad
311,144,"As the axe cut through the stem, and divided the pith, the tree fell with a groan to the earth, conscious of pain and faintness, and forgetting all its anticipations of happiness, in sorrow at leaving its home in the forest.",6,Sad
312,145,How the fir-tree trembled!,3,Fearful
313,146,"It trembled so with joy in all its branches, that one of the candles fell among the green leaves and burnt some of them.",4,Happy
314,147,"""Help! help!"" exclaimed the young ladies, but there was no danger, for they quickly extinguished the fire.",7,Surprised
315,148,"For a moment the little ones stood silent with astonishment, and then they shouted for joy, till the room rang, and they danced merrily round the tree, while one present after another was taken from it.",4,Happy
316,149,"And then the tree related the whole story; he could remember every single word, and the little mice was so delighted with it, that they were ready to jump to the top of the tree.",4,Happy
317,150,"""Now life is beginning again,"" said the tree, rejoicing in the sunshine and fresh air.",4,Happy
318,151,"The pieces were placed in a fire under the copper, and they quickly blazed up brightly, while the tree sighed so deeply that each sigh was like a pistol-shot.",6,Sad
319,152,"How fortunate I am; it makes me so happy, it is such a pleasant thing to know that something can be made of me.",4,Happy
320,153,"How the sunshine cheers me, and how sweet and refreshing is the rain; my happiness overpowers me, no one in the world can feel happier than I am.""",4,Happy
321,154,"I am the happiest of all creatures.""",4,Happy
322,155,"Well, one day some people came, who took hold of the flax, and pulled it up by the roots; this was painful; then it was laid in water as if they intended to drown it; and, after that, placed near a fire as if it were to be roasted; all this was very shocking.",7,Surprised
323,156,"""Well, this is quite wonderful; I could not have believed that I should be so favored by fortune.",4,Happy
324,157,"How wonderful it is, that after all I have suffered, I am made something of at last; I am the luckiest person in the world- so strong and fine; and how white, and what a length!",4,Happy
325,158,"I cannot be happier than I am now.""",4,Happy
326,159,This was my destiny; it is quite a blessing.,4,Happy
327,160,"Now I shall be of some use in the world, as everyone ought to be; it is the only way to be happy.",4,Happy
328,161,"I am happier than ever.""",4,Happy
329,162,"""Ugh,"" cried the paper, as it burst into a bright flame; ""ugh.""",7,Surprised
330,163,"Whenever the sun shone, we felt his warm rays, and the little birds would relate stories to us as they sung.",4,Happy
331,164,"""'That is quite true,' said the water-bucket; and he made a spring with joy, and splashed some water on the floor.",4,Happy
332,165,"""The plates rattled with pleasure, and the carpet-broom brought some green parsley out of the dust-hole and crowned the saucepan, for he knew it would vex the others; and he thought, 'If I crown him to-day he will crown me to-morrow.'",4,Happy
333,166,"The street boys stood on tiptoe and shouted ""hurrah,"" and whistled between their fingers; altogether it was a very splendid affair.",4,Happy
334,167,"Then I would clench my fist, and cry, ""We will kill these Turks!""",2,Angry-Disgusted
335,168,"I saw my poor dead father, and cried till I fell asleep.",6,Sad
336,169,"""Sorry!"" he exclaimed, and his voice was troubled with a grief as deep as my own.",6,Sad
337,170,But the goblin felt very angry that any man should venture to say such things to a huckster who was a householder and sold the best butter.,2,Angry-Disgusted
338,171,"""My golden treasure, my riches, my sunshine!"" said the mother; and she kissed the shining locks, and it sounded like music and song in the room of the drummer; and there was joy, and life, and movement.",4,Happy
339,172,"She folded her hands, and hid her face in the cotton curtains of the bed, and wept.",6,Sad
340,173,They laughed and they wept; and Peter embraced the old Fire-drum.,4,Happy
341,174,"""Good Heaven! what's the matter with you?"" asked his mother.",7,Surprised
342,175,"""Nothing, nothing; only leave me to myself,"" he answered but the tears were running down his cheeks.",6,Sad
343,176,"""My sweet child, my golden treasure!"" cried the mother, and she wept; but the Fire-drum sang, not out loud, but inwardly.",6,Sad
344,177,"His eyes were as clear and his face was as radiant as sunshine; and he held his mother in his arms, and she kissed his mouth, and wept as blissfully as any one can weep for joy; and he nodded at every old piece of furniture in the room, at the cupboard with the tea-cups, and at the flower-vase.",4,Happy
345,178,The counsellor stared with astonishment as he beheld a most strange procession pass before him.,7,Surprised
346,179,"""Good gracious!"" he exclaimed; ""what in the world has happened to the bishop? what can he be thinking about?""",7,Surprised
347,180,"""I don't understand your outlandish talk,"" he cried at last, angrily turning his back upon them.",2,Angry-Disgusted
348,181,"""Goodness me! where am I?"" said he.",7,Surprised
349,182,It bewildered him as he thought of it.,7,Surprised
350,183,"""Yes, this is East Street; how beautifully bright and gay it looks!",4,Happy
351,184,"It is quite shocking that one glass of punch should have upset me like this.""",7,Surprised
352,185,"The lieutenant felt this very keenly, and therefore leaned his head against the window-frame, and sighed deeply.",6,Sad
353,186,"""There goes one!"" cried he.",7,Surprised
354,187,"He declared, when he quite recovered himself, that this had been the most dreadful night he had ever passed; not for a hundred pounds would he go through such feelings again.",3,Fearful
355,188,"He started back, quite bewildered with the fright which the goloshes of Fortune had caused him.",7,Surprised
356,189,"""Good gracious!"" he sighed, ""I must have a tendency to softening of the brain, and here it is so exceedingly hot that the blood is rushing to my head.""",7,Surprised
357,190,"It is overpowering, and yet it is delightful.""",4,Happy
358,191,"As the clerk thought of all these things, and became conscious of the great change in his own feelings, he smiled, and said to himself, ""I must be asleep and dreaming; and yet, if so, how wonderful for a dream to be so natural and real, and to know at the same time too that it is but a dream.",4,Happy
359,192,"The canary-bird fluttered in his cage, and the parrot flapped his wings and cried, ""Let us be men;"" the poor clerk, in the most deadly terror, flew through the window, over the houses, and through the streets, till at length he was obliged to seek a resting-place.",3,Fearful
360,193,"""Heaven preserve us!"" said he; ""How did I get up here and fall asleep in this way?",7,Surprised
361,194,"""Dead!"" cried the laundress, turning pale as death.",7,Surprised
362,195,"""Is he dead?"" she exclaimed.",7,Surprised
363,196,"Oh, my poor child,"" and she burst into tears.",6,Sad
364,197,"And he, poor boy, wept also, as he sat alone by the river, near to and watching the damp linen.",6,Sad
365,198,"I kissed her hand, and wept bitter tears, and I wept still more when I went to my room, and threw myself on the bed.",6,Sad
366,199,"""Oh, my poor mother!"" he cried, while the tears rolled down his cheeks.",6,Sad
367,200,"She has a hymn-book with large silver clasps, in which she often reads; and in the book, between the leaves, lies a rose, quite flat and dry; it is not so pretty as the roses which are standing in the glass, and yet she smiles at it most pleasantly, and tears even come into her eyes.",4,Happy
368,201,"At her side sits a young man, tall and strong; he gives her a rose and she smiles.",4,Happy
369,202,"She smiled once more, and then people said she was dead.",4,Happy
370,203,"Her Puggie had seated itself on the ground while she wrote, and growled; for the dog had come with her for amusement and for the sake of its health; and then the bare floor ought not to be offered to a visitor.",2,Angry-Disgusted
371,204,"She had not a button- that she knew right well, and therefore she remained standing sorrowfully outside, till all the others had seen the grave and had gone away; then she sat down, held her little brown hands before her eyes, and burst into tears; this girl alone had not seen Puggie's grave.",6,Sad
372,205,It was a grief as great to her as any grown person can experience.,6,Sad
373,206,"They lived quite retired and very happily; and as they had no children of their own, they had adopted a little common snail, which they brought up as their own child.",4,Happy
374,207,"I am very glad we have such good houses, and that the little one has one of his own.",4,Happy
375,208,"""There can be nothing better than we have here,"" said the father-snail; ""I wish for nothing more.""",4,Happy
376,209,"You need not be in a hurry; you are always so impatient, and the youngster is getting just the same.",2,Angry-Disgusted
377,210,He will be the joy of our home; and we old folks have nothing else to live for.,4,Happy
378,211,"""There may be black snails, no doubt,"" said the old snail; ""black snails without houses; but they are so vulgar and conceited too.",2,Angry-Disgusted
379,212,"And the rain fell upon the burdock-leaves, to play the drum for them, and the sun shone to paint colors on the burdock forest for them, and they were very happy; the whole family were entirely and perfectly happy.",4,Happy
380,213,"""It must be a kind of garden plant,"" said another; and so they sneered and despised the plant as a thing from a garden.",2,Angry-Disgusted
381,214,"""It is stupid nonsense to allow yourself to shoot out in this way; we are not here to support you.""",2,Angry-Disgusted
382,215,"With pious gratitude the girl looked upon this glorious work of God, and bent down over one of the branches, that she might examine the flower and inhale the sweet perfume.",4,Happy
383,216,"Then a light broke in on her mind, and her heart expanded.",4,Happy
384,217,"The poor swineherd took these words to heart, for they were addressed to him; he knew not that there were others who were equally ignorant.",6,Sad
385,218,"Then the king, in his melancholy, wandered out to the spot in the wood.",6,Sad
386,219,"And the old grandfather nodded again; and the more he looked at Holger Danske, the more satisfied he felt that he had carved a good image of him.",4,Happy
387,220,"The old grandfather wiped his eyes, for he had known King Frederick, with his silvery locks and his honest blue eyes, and had lived for him, and he folded his hands and remained for some time silent.",6,Sad
388,221,"They ran on a little farther, and then Christina fell down, and began to cry.",6,Sad
389,222,"Presently the scream of an eagle sounded through the wood; it was an ugly cry, and it frightened the children; but before them, in the thickest part of the forest, grew the most beautiful blackberries, in wonderful quantities.",3,Fearful
390,223,"So they went on, but the road led them out of the way; no house could be seen, it grew dark, and the children were afraid.",3,Fearful
391,224,"At last they both lost themselves in the thicket; Christina began to cry, and then Ib cried too; and, after weeping and lamenting for some time, they stretched themselves down on the dry leaves and fell asleep.",6,Sad
392,225,"Great quantities of fish could be seen through the clear water, sparkling in the sun's rays; they were quite surprised when they came so suddenly upon such an unexpected sight.",7,Surprised
393,226,"He could not utter a word; he could only seize her hand and hold it fast in his own, but he felt too happy and glad to open his lips.",4,Happy
394,227,"His eyes brightened, and the words he uttered came with hesitation from his lips, but from the deepest recesses of his heart: ""Christina, if you have not become too grand, and if you can be contented to live in my mother's house as my wife, we will be married some day.",4,Happy
395,228,"I can trust you, for I believe that I do love you.",4,Happy
396,229,"At first Ib said not a word, but he became as white as the wall, and shook his head gently, and then he spoke,- ""Christina must not refuse this good fortune.""",6,Sad
397,230,"Very little was said about the matter to Ib, and he did not refer to it; his mother, however, noticed that he had grown very silent and pensive.",6,Sad
398,231,"At last a very little girl came out of one of the wretched-looking houses, and Ib asked her to tell him the way to the street he wanted; she looked up timidly at him, and began to cry bitterly.",6,Sad
399,232,"Her youngest child, looked for in the midst of prosperity, had sunk into the grave when only a few weeks old; and at last Christina herself became sick unto death, and lay, forsaken and dying, in a miserable room, amid poverty she might have borne in her younger days, but which was now more painful to her from the luxuries to which she had lately been accustomed.",6,Sad
400,233,"It makes me unhappy to think that I shall die, and leave this poor child,"" sighed she.",6,Sad
401,234,"The Grasshopper only sprang half as high, but he sprang straight into the King's face, and the King declared that was horribly rude.",2,Angry-Disgusted
402,235,"And then he sang his own melancholy song, and from that we have gathered this story, which they say is not true, though it's in print.",6,Sad
403,236,"""Everything around me is so wonderfully bright and warm, and beautiful, that it makes me joyous.""",4,Happy
404,237,"You may have thousands of my days, but I have thousands of moments in which I can be merry and happy.",4,Happy
405,238,"And the little creature danced and floated in the air, rejoicing in her delicate wings of gauze and velvet, rejoicing in the balmy breezes, laden with the fragrance of clover-fields and wild roses, elder-blossoms and honeysuckle, from the garden hedges, wild thyme, primroses, and mint, and the scent of all these was so strong that the perfume almost intoxicated the little fly.",4,Happy
406,239,"The long and beautiful day had been so full of joy and sweet delights, that when the sun sank low it felt tired of all its happiness and enjoyment.",4,Happy
407,240,The same thing was continued through many generations of Ephemera; all of them felt equally merry and equally happy.,4,Happy
408,241,"Once, but long years had intervened since then, guitars and Eolian harps had been hung on his boughs by merry travellers; now they seemed to hang there again, and he could hear their marvellous tones.",4,Happy
409,242,"Then it seemed as if new life was thrilling through every fibre of root and stem and leaf, rising even to the highest branches.",4,Happy
410,243,"As he grew higher and still higher, with increased strength, his topmost boughs became broader and fuller; and in proportion to his growth, so was his self-satisfaction increased, and with it arose a joyous longing to grow higher and higher, to reach even to the warm, bright sun itself.",4,Happy
411,244,"The grand, majestic oak could not be quite happy in the midst of his enjoyment, while all the rest, both great and small, were not with him.",6,Sad
412,245,At length his longing was satisfied.,4,Happy
413,246,"May beetles hummed, the bees murmured, the birds sang, each in his own way; the air was filled with the sounds of song and gladness.""",4,Happy
414,247,"""Why this is beautiful, too beautiful to be believed,"" said the oak in a joyful tone.",4,Happy
415,248,"Can such happiness be imagined?""",4,Happy
416,249,"Thus sounded the old Christmas carol, and every one on board the ship felt his thoughts elevated, through the song and the prayer, even as the old tree had felt lifted up in its last, its beautiful dream on that Christmas morn.",4,Happy
417,250,"Tears of sorrow rolled down their cheeks, and fell in heavy drops on the floor, but not a word was spoken.",6,Sad
418,251,"With silent steps, still sobbing, they left the room.",6,Sad
419,252,"They looked at Little Claus ploughing with his five horses, and he was so proud that he smacked his whip, and said, ""Gee-up, my five horses.""",4,Happy
420,253,"""I promise you I will not say it any more,"" said the other; but as soon as people came by, nodding to him, and wishing him ""Good day,"" he became so pleased, and thought how grand it looked to have five horses ploughing in his field, that he cried out again, ""Gee-up, all my horses!""",4,Happy
421,254,"""Oh, now I have no horse at all, said Little Claus, weeping.",6,Sad
422,255,"When she heard the farmer coming she was frightened, and begged the sexton to hide himself in a large empty chest that stood in the room.",3,Fearful
423,256,"So the woman was obliged to bring out the wine also, which she had hidden, and the farmer drank it till he became quite merry.",4,Happy
424,257,"""I should like to see him now, while I am so merry.""",4,Happy
425,258,"""Will you come and help me hold it?"" said the farmer, going towards the chest in which his wife had hidden the sexton, who now lay inside, very much frightened.",3,Fearful
426,259,"""Skins, skins!"" they cried, mocking him; ""yes, we'll mark your skin for you, till it is black and blue.""",2,Angry-Disgusted
427,260,"She had been cross, unkind, and really spiteful to him; but he was very sorry, and took the dead woman and laid her in his warm bed to see if he could bring her to life again.",6,Sad
428,261,"Again and again he bawled it out, but as she did not stir he flew into a passion, and threw the glass of mead in her face; it struck her on the nose, and she fell backwards out of the cart, for she was only seated there, not tied in.",2,Angry-Disgusted
429,262,"Great Claus got so frightened that he rushed out of the surgery, jumped into the cart, whipped up his horses, and drove home quickly.",3,Fearful
430,263,"""And I, poor fellow,"" said the drover, ""I who am so old already, cannot get there.""",6,Sad
431,264,"""Yes, if I only knew a fresh one,"" said the old man, and nodded smilingly.",4,Happy
432,265,"He was an old, old sailor, and she his old wife; they had already great-grandchildren, and were soon to celebrate their golden wedding, but they could not remember the date, and the elder-tree mother was sitting in the tree and looked as pleased as this one here.",4,Happy
433,266,"I tore it open and read it; I cried and laughed at the same time, and was so happy!",4,Happy
434,267,"The elder-tree smelt strongly, and the setting sun illuminated the faces of the two old people, so that they looked quite rosy; the youngest of the grandchildren danced round them, and cried merrily that there would be a feast in the evening, for they were to have hot potatoes; and the elder mother nodded in the tree and cried 'Hooray' with the others.""",4,Happy
435,268,"She and the boy kissed each other, and then they were of the same age and felt the same joys.",4,Happy
436,269,"""You must know that as soon as the king and all the court are gone into the town, the flowers run out of the garden into the castle, and you should see how merry they are.",4,Happy
437,270,"It was saying, 'You are so pretty, I like you very much.'",4,Happy
438,271,"""Oh how funny!"" said Ida, and she laughed.",4,Happy
439,272,"He did not like the student, and would grumble when he saw him cutting out droll or amusing pictures.",2,Angry-Disgusted
440,273,"But the lawyer did not like such jokes, and he would say as he had just said, ""How can anyone put such nonsense into a child's head! what absurd fancies there are!""",2,Angry-Disgusted
441,274,"So she took the doll out, who looked quite cross, and said not a single word, for she was angry at being turned out of her bed.",2,Angry-Disgusted
442,275,"They did not look ill at all now, but jumped about and were very merry, yet none of them noticed little Ida.",4,Happy
443,276,"All at once the wax doll which rode on the carnival rod seemed to grow larger and taller, and it turned round and said to the paper flowers, ""How can you put such things in a child's head? they are all foolish fancies;"" and then the doll was exactly like the lawyer with the broad brimmed hat, and looked as yellow and as cross as he did; but the paper dolls struck him on his thin legs, and he shrunk up again and became quite a little wax doll.",2,Angry-Disgusted
444,277,"This was very amusing, and Ida could not help laughing.",4,Happy
445,278,"Then Sophy raised himself, and looked round quite astonished, ""There must be a ball here to-night,"" said Sophy.",7,Surprised
446,279,"Then Sophy was very happy, and said they might keep her bed; she did not mind lying in the drawer at all.",4,Happy
447,280,"""You are not kind at all,"" said Ida; ""and yet they all danced with you.""",2,Angry-Disgusted
448,281,"Shivering with cold and hunger, she crept along; poor little child, she looked the picture of misery.",6,Sad
449,282,"She took the little girl in her arms, and they both flew upwards in brightness and joy far above the earth, where there was neither cold nor hunger nor pain, for they were with God.",4,Happy
450,283,"Here she slept at night, but during the day she amused herself on a table, where the woman had placed a plateful of water.",4,Happy
451,284,"The tiny little creature woke very early in the morning, and began to cry bitterly when she found where she was, for she could see nothing but water on every side of the large green leaf, and no way of reaching the land.",6,Sad
452,285,"""Croak, croak, croak,"" was all her son could say for himself; so the toad took up the elegant little bed, and swam away with it, leaving Tiny all alone on the green leaf, where she sat and wept.",6,Sad
453,286,"She could not bear to think of living with the old toad, and having her ugly son for a husband.",6,Sad
454,287,"As soon as they caught sight of her, they saw she was very pretty, and it made them very sorry to think that she must go and live with the ugly toads.",6,Sad
455,288,"Tiny pleased him, and she was glad of it, for now the toad could not possibly reach her, and the country through which she sailed was beautiful, and the sun shone upon the water, till it glittered like liquid gold.",4,Happy
456,289,"Oh, how frightened little Tiny felt when the cockchafer flew with her to the tree!",3,Fearful
457,290,"Then he flew down with her from the tree, and placed her on a daisy, and she wept at the thought that she was so ugly that even the cockchafers would have nothing to say to her.",6,Sad
458,291,"She felt dreadfully cold, for her clothes were torn, and she was herself so frail and delicate, that poor little Tiny was nearly frozen to death.",6,Sad
459,292,"She was very pleased with Tiny, so she said, ""You are quite welcome to stay with me all the winter, if you like; but you must keep my rooms clean and neat, and tell me stories, for I shall like to hear them very much.""",4,Happy
460,293,"And Tiny did all the field-mouse asked her, and found herself very comfortable.",4,Happy
461,294,"It made little Tiny very sad to see it, she did so love the little birds; all the summer they had sung and twittered for her so beautifully.",6,Sad
462,295,"Then she laid her head on the bird's breast, but she was alarmed immediately, for it seemed as if something inside the bird went ""thump, thump.""",7,Surprised
463,296,"Tiny trembled very much; she was quite frightened, for the bird was large, a great deal larger than herself,- she was only an inch high.",3,Fearful
464,297,"The whole winter the swallow remained underground, and Tiny nursed him with care and love.",4,Happy
465,298,"Tiny looked after him, and the tears rose in her eyes.",6,Sad
466,299,"""Tweet, tweet,"" sang the bird, as he flew out into the green woods, and Tiny felt very sad.",6,Sad
467,300,But Tiny was not at all pleased; for she did not like the tiresome mole.,6,Sad
468,301,"Then Tiny wept, and said she would not marry the disagreeable mole.",6,Sad
469,302,"The poor child was very unhappy at the thought of saying farewell to the beautiful sun, and as the field-mouse had given her permission to stand at the door, she went to look at it once more.",6,Sad
470,303,"As soon as he spied Tiny, he was delighted; and then she told him how unwilling she felt to marry the ugly mole, and to live always beneath the earth, and never to see the bright sun any more.",4,Happy
471,304,And as she told him she wept.,6,Sad
472,305,"""That will be delightful,"" she said, and clapped her little hands for joy.",4,Happy
473,306,"The little prince was at first quite frightened at the bird, who was like a giant, compared to such a delicate little creature as himself; but when he saw Tiny, he was delighted, and thought her the prettiest little maiden he had ever seen.",4,Happy
474,307,"But I am fragrant with perfume, for close to my gates most lovely roses bloom.""",4,Happy
475,308,"The old washerwoman put her head in at the door, and nodded to him quite kindly, and said, ""Many thanks, you good child, for your help yesterday.",4,Happy
476,309,"""I know where it blooms,"" said a happy mother, who came with her lovely child to the bedside of the queen.",4,Happy
477,310,"She wept over it, kissed it, and prayed for it as only a mother can pray in that hour of her anguish.""",6,Sad
478,311,"Tears stood in his eyes, and glistened on his cheeks; he carried a great book and the binding was of velvet, with silver clasps.",6,Sad
479,312,He seemed a merry fellow.,4,Happy
480,313,"He looked very jovial, did little work, and had the more holidays.",4,Happy
481,314,"How pretty she was! and such a singer! not a theatre singer, nor a ballad singer; no, but a singer of the woods; for she wandered through the gay green forest, and had a concert there for her own amusement.",4,Happy
482,315,"He was hungry and thirsty, yet no one gave him anything; and when it became dark, and they were about to close the gardens, the porter turned him out.",6,Sad
483,316,The little boy said not a word; he was half pleased and half afraid.,4,Happy
484,317,"One glory eclipsed another; yet there was one picture that fixed itself on the little boy's memory, more especially because of the happy children it represented, for these the little boy had seen in daylight.",4,Happy
485,318,"The boy raised his hands towards the smiling children, and then the Pig ran off with him through the open vestibule.",4,Happy
486,319,"Fear and trembling came upon him as he thought of his mother; she had sent him out the day before to get some money, he had not done so, and now he was hungry and thirsty.",3,Fearful
487,320,"Here everything was bright, and the boy knelt down by the first tomb on his right, the grave of Michael Angelo, and sobbed as if his heart would break.",6,Sad
488,321,"Hunger and thirst overpowered the child, and he became quite faint and ill.",6,Sad
489,322,"A little homely bed was prepared for him, but to him who had so often slept on the hard stones it was a royal couch, and he slept sweetly and dreamed of the splendid pictures and of the Metal Pig.",4,Happy
490,323,"He wept at the thought, and then he played with the little, lively dog, and kissed it, while the old woman looked kindly at him to encourage him.",6,Sad
491,324,"So the boy stayed with them, and the woman herself taught him to sew; and he ate well, and slept well, and became very merry.",4,Happy
492,325,"They stopped before the picture by Bronzino, in which Christ is represented as standing in the lower world, with the children smiling before Him, in the sweet expectation of entering heaven; and the poor boy smiled, too, for here was his heaven.",4,Happy
493,326,A fiery dragon could not have frightened the little boy so much as did the little dog in this place.,3,Fearful
494,327,"Giuseppe went off at once, while his wife lamented, and the boy wept.",6,Sad
495,328,"Then there was great rejoicing, and the painter caressed the boy, and gave him a number of pictures.",4,Happy
496,329,"Certainly it was rather crooked, rather up and down, one leg thick, and another thin; still it was like the copy, and he was overjoyed at what he had done.",4,Happy
497,330,"He knew very well that he had enough inside him to buy up all the other toys, and this gave him a very good opinion of his own value.",4,Happy
498,331,"The doll, whose neck had been darned, was so excited that the place in her neck burst, and the money-pig declared he must do something for one of the players, as they had all pleased him so much.",4,Happy
499,332,"The sun shone among the delicate leaves; everything breathed forth the loveliest fragrance, and all felt as we do when we are filled with joy at the thought of our happiness.",4,Happy
500,333,"I am heartily tired of such neighbours.""",2,Angry-Disgusted
501,334,"""We make it lively about the house,"" said the sparrow-mother; ""and people say that a swallows' nest brings luck; so they are glad of us.",4,Happy
502,335,"But they were very pleased with it, and wondered whether all the little sparrows could become nightingales.",4,Happy
503,336,The horse-hair was drawn tightly round her leg- as tightly as if the latter were to be cut off; she was in great pain and terror.,3,Fearful
504,337,"He was a merry old man, always wandering about.",4,Happy
505,338,At these words an icy shudder ran through the sparrow-mother.,3,Fearful
506,339,"But she, trembling in every limb, did not think of the adornment.",3,Fearful
507,340,"""Now you will see the gold-jacket fly,"" said the old man, letting the sparrow go, which flew away in deadly fear, with the sun shining upon her.",3,Fearful
508,341,"All the sparrows, and even a crow- and an old boy he was too- were startled at the sight; but still they flew after her to learn what kind of strange bird she was.",7,Surprised
509,342,"Driven by fear and horror, she flew homeward; she was almost sinking fainting to the earth, while the flock of pursuing birds increased, some even attempting to peck at her.",3,Fearful
510,343,"Then they all got excited; they hit out with their wings, pecked with their beaks, and flop! one after another was thrown out of the nest.",2,Angry-Disgusted
511,344,"There they lay with their anger, holding their heads on one side and blinking the eye that was turned upwards.",2,Angry-Disgusted
512,345,And the eyes of all sparkled with malice.,2,Angry-Disgusted
513,346,The roses nodded; they recognized their grey neighbours and were pleased to see them again.,4,Happy
514,347,"The books travelled all over the world, and some of them came into the hands of the emperor; and he sat in his golden chair, and, as he read, he nodded his approval every moment, for it pleased him to find such a beautiful description of his city, his palace, and his gardens.",4,Happy
515,348,"Then the tears come into my eyes, and it is just as if my mother kissed me.""",4,Happy
516,349,"""With the greatest pleasure,"" said the nightingale, and began to sing most delightfully.",4,Happy
517,350,"The nightingale sang so sweetly that the tears came into the emperor's eyes, and then rolled down his cheeks, as her song became still more touching and went to every one's heart.",4,Happy
518,351,"The emperor was so delighted that he declared the nightingale should have his gold slipper to wear round her neck, but she declined the honor with thanks: she had been sufficiently rewarded already.",4,Happy
519,352,"So a year passed, and the emperor, the court, and all the other Chinese knew every little turn in the artificial bird's song; and for that same reason it pleased them better.",4,Happy
520,353,"Now there was great sorrow, as the bird could only be allowed to play once a year; and even that was dangerous for the works inside it.",6,Sad
521,354,"Cold and pale lay the emperor in his royal bed; the whole court thought he was dead, and every one ran away to pay homage to his successor.",6,Sad
522,355,These are the jewels that rejoice a singer's heart.,4,Happy
523,356,"I will sit on a bough outside your window, in the evening, and sing to you, so that you may be happy, and have thoughts full of joy.",4,Happy
524,357,"The servants now came in to look after the dead emperor; when, lo! there he stood, and, to their astonishment, said, ""Good morning.""",7,Surprised
525,358,"She said this merrily, for she was the best of the hens, and, moreover, as had been said, very respectable.",4,Happy
526,359,"If I were a cock, I should despise her.""",2,Angry-Disgusted
527,360,"The hen who had lost the loose little feather naturally did not recognise her own story, and being a respectable hen, said: ""I despise those fowls; but there are more of that kind.",2,Angry-Disgusted
528,361,He's angry to-day.,2,Angry-Disgusted
529,362,"""'Could I but have my love, Who then so happy as Glove!",4,Happy
530,363,"And so it was with Anthony; often the scalding tears, like pearly drops, would fall from his eyes to the coverlet and roll on the floor with a sound as if one of his heartstrings had broken.",6,Sad
531,364,"If he dried his eyes with his nightcap, then the tear and the picture would be crushed; but the source of the tears remained and welled up again in his heart.",6,Sad
532,365,"Then they got a flower-pot, filled it with earth, and were soon both very busy and eager about it.",4,Happy
533,366,"And Molly and Anthony both wept, but these tears all flowed together into one tear which had the rosy shimmer of joy.",6,Sad
534,367,One stanza pleased him exceedingly-,4,Happy
535,368,"Hot iron and cold iron alike take the skin from our lips, and we feel the same sensation if we kiss either; and Anthony's kiss was now the kiss of hatred, as it had once been the kiss of love.",2,Angry-Disgusted
536,369,"Sorrow and suffering deprived Anthony's father of his strength, so that he had something else to think of besides nursing his love-sorrows and his anger against Molly.",6,Sad
537,370,How much came back to his remembrance as he looked through the tears once more on his native town!,6,Sad
538,371,"There lay the old bachelor, forsaken by all, and unable to help himself.",6,Sad
539,372,"The fragrant leaves of the tree fell upon him and cooled his burning brow; upon his parched lips they seemed like refreshing bread and wine; and as they rested on his breast, a peaceful calm stole over him, and he felt inclined to sleep.",4,Happy
540,373,"In that solemn hour the sweet and joyous chiming filled the hearts of those in the humble dwelling with thankfulness and trust; and when, amidst these joyous sounds, a little son was born to them, the words of prayer and praise arose from their overflowing hearts, and their happiness seemed to ring out over town and country in the liquid tones of the church bells' chime.",4,Happy
541,374,"Its parents kissed it lovingly, and the father wrote these words in the Bible, ""On the tenth of November, 1759, God sent us a son.""",4,Happy
542,375,"He and his sister, two years older than himself, had often wept scalding tears over the story of Him who suffered death on the cross for us all.",6,Sad
543,376,"His mother also told him how the chiming of that old bell had once filled her heart with joy and confidence, and that in the midst of the sweet tones her child had been given to her.",4,Happy
544,377,"A record of this bright display will live in the memory of man, for through it the pupil in the military school was in tears and sorrow.",6,Sad
